Reviews,Ratings,Food,Service,Ambience,Dates
Went to the Golden Steer for my birthday. Overall it was an amazing experience. I can honestly say I have no complaints. The food was delicious and the lobster is a must. I can’t wait to go back to try the cherry’s jubilee. I got a free cheesecake for my birthday and left stuffed.,5,5,5,5,June 15 2024
Absolutely wonderful service! Such a cool atmosphere. Drinks were great. food was good. It wasn’t as good as I was expecting. but still very good. Definitely come here ready to spend a some money!,4,4,5,5,June 15 2024
The food was amazing. the staff was kind and courteous. and shared the history of the restaurant. Loved it all!,5,5,5,5,June 15 2024
Great food and table side service. Everything was wonderful!,5,5,5,5,June 15 2024
The steak was severely improperly cooked. It was both rare and medium,1,1,4,3,June 15 2024
Best filet. phenomenal whipped potatoes. lobster tail out of this world.  Get the table side-made Caesar salad!  First class service. pricey. but knew that going in.  Totally worth the splurge.,5,5,5,5,June 15 2024
First time. Excellent service and phenomenal food. Absolute favorite place to go for a steak! Will definitely be back!   Staff was very knowledgeable on CPR/BLS when one in my party passed out from the heat.  Definitely puts your mind at ease in this HOT weather!!!   CANNOT CANNOT say enough! Absolutely AMAZING service from all staff!!!,5,5,5,5,June 15 2024
Outstanding service and the food was sumptuous ❤️ loved the attack vibe,5,5,5,5,June 14 2024
Just as experienced in the past and expected.  Fabulous,5,5,5,5,June 14 2024
Awesome was surprised food was killer. not cheap but worth it.,5,5,5,5,June 14 2024
The absolute best!! Best steak house in Las Vegas!,5,5,5,5,June 14 2024
This was our first time at the Golden Steer. made reservations in February for June. I had heard negatives and positives about it and needed to see for myself.  The food. service. drinks snd ambience was OUTSTANDING!  I will definitely be back and HIGHLY recommend it.  A little pricey so be prepared. you won’t regret it though. 👍🏼👍🏼👍🏼,5,5,5,5,June 14 2024
Great service. nice treat when in Vegas. Expect to pay over $250 for 2 people even with no alcohol.,5,5,5,5,June 14 2024
The service here was excellent. and the food was great. the dinner for two is a pretty good deal and don’t skip dessert! Keep in mind that it is Vegas and it’s going to be expensive. My only complaint was the drink menu. the cocktails aren’t unique or anything to write home about. some of them are just sugar bombs. If you want a drink I would definitely recommend getting a martini or a glass of wine instead of any of the signature cocktails. also keep in mind the drinks will run you 20-30$ in true Vegas fashion.,4,4,4,5,June 13 2024
This was our first time here. Driven by so many times and finally made a reservation. I was pleasantly surprised they supported the Three Square Restaurant Week. We chose that menu for our dinner choice and so glad we did. The food was incredible (meatball appetizer. wedge salad. 24oz prime Longhorn New York cut steak. mac and cheese. creamed spinach and dessert. Service was top notch. It was crowded and we had an early reservation. 6:30pm. You won’t be disappointed!,5,5,5,5,June 13 2024
The steak was great not the rest of the sides or appetizers.  Bread  was bla. No flavor at all. Looks like the grab a package and just put it in a plate.  Not what we excepted from this over rated restaurant,4,3,3,3,June 12 2024
Super good steak and lobster will make a table for 8 again when I come Las Vegas again what pleasure it was for friends and family!!!!!,5,5,5,5,June 12 2024
We were there during restaurant week and ordered from the set menu for two at $80 per person.  We had the shrimp cocktail one shrimp per person and was very good.  Could have ate more than one shrimp.  Had the wedge salad.  Nothing out of the ordinary it was the typical wedge salad.  Had the 24 oz long horn for two.  The meat and seasoning were very good but not outstanding.  Would eat again.  The baked potato was good.  It was a baked potato.  The mac and cheese was very good.  For dessert we had crème brûlée.  One of the best I ever had.  The service was outstanding.,4,4,5,5,June 12 2024
Nothing better that I know about in terms of food and service,5,5,5,5,June 12 2024
The food was outstanding!! We loved everything we tried and the staff and ambience were spot on!’,5,5,5,5,June 12 2024
We’ve lived in vegas for 11yrs and always wanted to go here and we finally got a reservation and it didn’t disappoint. Best steak I’ve had in years and I could eat the Cesar salad every day. Wonderful service and loved all the fun details of history. We will be back…as soon as I see another open spot.,5,5,5,5,June 12 2024
Food quality and service is not up to par with the prices they charge- ridiculous pricing and the service and food quality doesn’t justify- had to send back my lobster it was over cooked and tough and my steak was not cooked right either- it became obvious as the night got later and busier- service was compromised- dissapointed - typical Vegas gouging,3,3,3,3,June 11 2024
My ribeye stack was completely burnt. Take to long to get your waiter back to the table to request something else. (another drink ).In the bar waiting to be seated the bartender was not very polite.,3,2,3,4,June 11 2024
Lived up to the legend! Everything was incredible and I would go back again and again.,5,5,5,5,June 11 2024
This was probably the best filet I’ve ever had.  It was as soft as butter.  The shrimp addition was very flavorful.  And the Caesar salad delicious as always.  Staff very accommodating offering suggestions.,5,5,5,5,June 11 2024
The venue was able to accommodate my request to surprise my boyfriend with seating at the Frank Sentra booth. Most important able to keep the surprise. The food and service was amazing. So attentive and lovely. we had the dinner for 2. tomahawk steak with potato puree and asparagus and enjoyed a bottle of wine together. To end the wonderful dinner. our server surprised my boyfriend with his complementary cheesecake dessert with a candle and we also enjoyed the tiramisu. my personal favorite.,5,5,5,5,June 11 2024
Steak was tough and not what was expected. Corkage fee was 35.00 via phone call. $75.00 at restaurant. Ran out of dessert. So noisy in dining room. Couldn’t hear conversation at our own table. Not going back,1,3,3,1,June 11 2024
This may be the best meal I have ever experienced. Cooked perfectly and the flavor of all the food was amazing. Also. the service is top tier! I will be back!,5,5,5,5,June 11 2024
Great venue with red leather booths that have portraits or photos showing the personalities that preferred to b e seated in them.  Excellent food choices . we enjoyed everything that we ordered and ate. The service was impeccable and friendly. Looking forward to our next visit.,5,5,5,5,June 11 2024
We were able to get a table after getting notifications of cancels. Service was great and quick very friendly. The food was amazing. Special dessert for a bday was a sweet gesture. It was an amazing experience,5,5,5,5,June 10 2024
