Reviews,Ratings,Food,Service,Ambience,Dates
I have been coming to Vegas for many years and the Baccanal buffet was a staple for me and my family to visit. This past visit though has changed my opinion of the restaurant. Quality is WAY down food choices aren’t what they used to be. Most items were COLD and the carving meats fatty and bland. For a group of four we paid $400+! Will be taking our business elsewhere plenty of buffets in Vegas that are much better and at a better price point.,1,1,1,1,September 23 2024
First of all. we felt very rushed to get in and out.  Seafood:  Presentation is nice. but quality was sub par.  Meats:  ham was great but mixed opinions on prime rib (mine was too tough to chew and others didn’t find it to be rare enough).  Desserts were the highlight of meal.  Server was slow to respond to our needs.  Overall. disappointed.  We found it to be overrated.,2,3,2,3,September 23 2024
it was good food- just seafood was a little over frozen( some lobsters claws. and shrimps and crawfish wasn't fresh in Louisiana stew) Overall- great selection. clean. plenty time to enjoy.,4,4,4,4,September 23 2024
My husband had been here before and kept raving about it. It was very good. however. I'm not sure that it is bigger or better than the buffet at the Wynn which is where we normally go. If you like seafood. Bacchanal definitely edges out the Wynn buffet. but coming from Florida. I don't mess with it (literally because of the mess) when I'm in Vegas. Again. both are excellent!,5,5,5,5,September 23 2024
"Has gone way down hill - used to be top tier quality. but now is just ""meh"" for most options.  For a buffet like this to be worth it. it has to be quite good at a handful of things - but the Bacchanal is now just mid-tier at all of them.  Take your money and spend it on 2 other smaller buffets instead for more variety or if you care about quantity over quality. or just 1 actual good meal.  Here you will just feel hurried for 90 minutes and be more and more disappointed throughout the meal.",2,2,3,2,September 23 2024
Un buen lugar para festejar con una comida riquísima. Encuentras variedad de platillos de muchos países. De lo que comimos todo estuvo exquisito.   En esta ocacion nosotros festejamos el cumpleaños de mi hija. pero cabe mencionar que no hubo nada alusivo al cumpleaños por parte del lugar apensar de que lo preguntan a la hora de hacer la reservacion.  Sin embargo es una experiencia fantástica y la comida riquísima.,5,5,5,5,September 22 2024
The amount of food was impressive. but nothing was great... just OK. Example... the shrimp were soft and mushy and certain items were over cooked and had no taste. This place is definitely about quantity over quality. But in Vegas where Drinks are $30+ and a slice of avg pizza is $10 ($57 for the whole pizza at the Flamingo food court). the $85 per person cost seemed like a bargain!,4,3,5,4,September 22 2024
Muy variado y sabroso  la atención es muy buena. lo recomiendo,5,5,5,5,September 22 2024
Not worth dollar   Don’t waste your money   Think design for tourist and the Cesar name If into name dropping go there,1,3,1,1,September 22 2024
I was disappointed as this was similar to a loud cafeteria. The check in process even though we had a reservation was like a train station. The quality of the food was good. the ambiance was totally missing.,3,4,4,1,September 22 2024
The options were expansive!!!! The brisket from the meat cutting station was incredible! My personal favorite were the made to order crepes; bananas foster for the win!!! Delicious.,5,5,5,5,September 22 2024
Food wise. I cannot complain.  Their assortment is phenomenal.  They have dishes to accommodate different cultures and they were exquisite.  My only complaint is that they give you 90 minutes to eat. but we were not told.  Being on a girls trip. we sat and chatted without minding the time.  Not knowing the time limitations. three different managers came to run us off.  They were extremely rude.  No one tells you you have a certain amount of time.  It made us feel very uncomfortable.  As if we were doing something wrong.  We paid around $100 per person for the buffet and felt somewhat abused by the harassment.  My suggestion to them is to put signs when you pay about the 90 minutes.  The meal was not cheap and we deserved to be treated with respect.,3,5,1,4,September 22 2024
Now this was a buffet! Good food quality and service,5,5,5,5,September 22 2024
This buffet is absolutely amazing!! My family ate here twice the weekend we visited. You will not be disappointed with this buffet!!,5,5,5,5,September 22 2024
The server never refilled the drinks and just wasn't very attentive.,2,1,1,3,September 22 2024
We frequent this buffet however this time was a disaster . Food tasted cold & old .,3,3,4,3,September 22 2024
I had lamb (dry) beef (tough) dessert = delicious. Value? NOT worth the money.,3,2,4,1,September 22 2024
This is by far the best buffet in Las Vegas! Literally everything I tasted was amazing. This will  be a permanent stop every year for sure!!,5,5,5,5,September 22 2024
Great place to eat lots of different food . Noise level is high but with so many people that’s a given .,5,5,5,5,September 21 2024
Great variety. awesome food. A litte bit on the pricier side. though,5,5,5,4,September 21 2024
This buffet is the best buffet they have in Vegas. and I've been to quite a bit of them. Definitely go. you won't be disappointed. Every time I go to Vegas I have to come here. It is pricey. but it's worth it!,5,5,5,5,September 21 2024
